source_id,source_type,raw_text,source_url,date,company_seed
27,SEC,N/A entered into a collaboration.,https://example.com/bad5,2022-06,N/A
28,USPTO,NULL filed patent with ???.,https://example.com/bad6,2021-09,NULL
29,SEC,12345 acquired 67890.,https://example.com/bad7,2024-01,12345
30,PUBMED,-- collaborated with @@##.,https://example.com/bad8,2020-03,--
31,SEC,TBD entered into a licensing agreement.,https://example.com/bad9,2024-06,TBD
32,USPTO,Example text with no company at all.,https://example.com/bad10,2021-12,NoCompany
33,SEC,Pfizer acquired Seagen in 2023. The deal expanded Pfizer's oncology portfolio.,https://example.com/sec13,2023-01,Pfizer
34,SEC,"Merck licensed technology from Moderna. Later, Merck collaborated with BioNTech on a separate vaccine effort.",https://example.com/sec14,2024-02,Merck
35,USPTO,"AbbVie filed patent with Genmab. In a separate application, AbbVie worked with Calico.",https://example.com/uspto5,2022-11,AbbVie
36,PUBMED,Novartis collaborated with Alnylam on siRNA delivery. Novartis also worked with Intellia on genome editing.,https://example.com/pubmed7,2023-07,Novartis
37,SEC,CSL Behring and CSL Behring GmbH were both referenced in the transaction summary.,https://example.com/sec15,2023-09,CSL Behring
38,SEC,10X Genomics Sweden AB and 10X Genomics BV were both mentioned in the filing.,https://example.com/sec16,2024-07,10X Genomics
39,PUBMED,J&J worked with Johnson and Johnson Innovative Medicine on an antibody study.,https://example.com/pubmed8,2022-01,Johnson & Johnson
40,USPTO,"Regeneron and Regeneron Pharmaceuticals, Inc. appear as co-assignees in related filings.",https://example.com/uspto6,2021-03,Regeneron
41,SEC,Eli Lilly acquired POINT Biopharma to strengthen its radiopharmaceutical portfolio.,https://example.com/sec17,2023-10,Eli Lilly
42,SEC,Roche entered into a collaboration with Recursion Pharmaceuticals.,https://example.com/sec18,2024-01,Roche
43,PUBMED,Takeda worked with Arrowhead Pharmaceuticals on RNAi therapeutics.,https://example.com/pubmed9,2021-04,Takeda
44,USPTO,Amgen co-filed a patent with Generate Biomedicines.,https://example.com/uspto7,2024-02,Amgen
45,SEC,Biogen licensed a neurodegeneration program from Stoke Therapeutics.,https://example.com/sec19,2023-11,Biogen
46,PUBMED,GSK partnered with CureVac on next-generation mRNA vaccines.,https://example.com/pubmed10,2022-05,GSK
47,SEC,Johnson & Johnson acquired Shockwave Medical.,https://example.com/sec20,2024-06,Johnson & Johnson
48,USPTO,Novo Nordisk filed patent with Valo Health on computational drug discovery.,https://example.com/uspto8,2023-12,Novo Nordisk
49,SEC,Acme Bio collaborated with Beta Pharma.,,2023-13,Acme Bio
50,UNKNOWN,Omega Therapeutics acquired ExampleCo.,https://example.com/unknown1,2022-07,Omega Therapeutics
51,SEC,BioNTech entered into a collaboration with Genentech.,https://example.com/sec21,2023-09,Pfizer
52,PUBMED,Sanofi worked with Regeneron on immunology programs.,https://example.com/pubmed11,2020-10,Takeda
53,SEC,"""Moderna"" acquired 'Example Vaccine Co'.",https://example.com/sec22,2023-02,Moderna
54,PUBMED,Seagen/Genmab collaboration was discussed in the review article.,https://example.com/pubmed12,2021-02,Seagen
55,USPTO,"Merck & Co., Inc.; Moderna, Inc. ; and BioNTech SE were referenced in patent prosecution history.",https://example.com/uspto9,2024-03,Merck
56,SEC,   Pfizer   licensed technology   from   Beam Therapeutics   ,https://example.com/sec23,2024-04,Pfizer
57,PUBMED,FDA collaborated with Pfizer on regulatory science workshops.,https://example.com/pubmed13,2022-06,Pfizer
58,SEC,University of Pennsylvania licensed technology to Spark Therapeutics.,https://example.com/sec24,2020-09,Spark Therapeutics
59,SEC,Alnylam acquired Example RNA Startup.,not_a_url,2024-05,Alnylam
60,PUBMED,Example Biotech worked with Example Diagnostics.,https://example.com/pubmed14,,Example Biotech
