source_id,source_type,source_url,date,entity_a,entity_b,candidate_relation,evidence_text,trigger_phrase,extraction_method,num_entities_in_sentence
696,PUBMED,https://pubmed.ncbi.nlm.nih.gov/39282906/,Nov-24,Dohme,NCT03036488,FUNDED_WITH,"(Funded by Merck Sharp and Dohme, a subsidiary of Merck [Rahway, NJ]; KEYNOTE-522 ClinicalTrials.gov number, NCT03036488.).","funded by merck sharp and dohme, a subsidiary of merck [rahway, nj]; keynote-522 clinicaltrials.gov number, nct03036488",source_aware_sentence_trigger_v2,3
696,PUBMED,https://pubmed.ncbi.nlm.nih.gov/39282906/,Nov-24,Merck,NCT03036488,FUNDED_WITH,"(Funded by Merck Sharp and Dohme, a subsidiary of Merck [Rahway, NJ]; KEYNOTE-522 ClinicalTrials.gov number, NCT03036488.).","funded by merck sharp and dohme, a subsidiary of merck [rahway, nj]; keynote-522 clinicaltrials.gov number, nct03036488",source_aware_sentence_trigger_v2,3
700,PUBMED,https://pubmed.ncbi.nlm.nih.gov/41025556/,Oct-25,Dohme,Merck,FUNDED_WITH,"(Funded by Merck Sharp and Dohme, a subsidiary of Merck [Rahway, NJ]; HYPERION ClinicalTrials.gov number, NCT04811092.).","funded by merck sharp and dohme, a subsidiary of merck [rahway, nj]; hyperion clinicaltrials.gov number, nct04811092",source_aware_sentence_trigger_v2,2
843,PUBMED,https://pubmed.ncbi.nlm.nih.gov/32786187/,Aug-20,AbbVie,Genentech,FUNDED_WITH,"(Funded by AbbVie and Genentech; VIALE-A ClinicalTrials.gov number, NCT02993523.).","funded by abbvie and genentech; viale-a clinicaltrials.gov number, nct02993523",source_aware_sentence_trigger_v2,3
843,PUBMED,https://pubmed.ncbi.nlm.nih.gov/32786187/,Aug-20,AbbVie,VIALE-A,FUNDED_WITH,"(Funded by AbbVie and Genentech; VIALE-A ClinicalTrials.gov number, NCT02993523.).","funded by abbvie and genentech; viale-a clinicaltrials.gov number, nct02993523",source_aware_sentence_trigger_v2,3
843,PUBMED,https://pubmed.ncbi.nlm.nih.gov/32786187/,Aug-20,Genentech,VIALE-A,FUNDED_WITH,"(Funded by AbbVie and Genentech; VIALE-A ClinicalTrials.gov number, NCT02993523.).","funded by abbvie and genentech; viale-a clinicaltrials.gov number, nct02993523",source_aware_sentence_trigger_v2,3
847,PUBMED,https://pubmed.ncbi.nlm.nih.gov/28525302/,Jul-17,AbbVie,NCT01931670,FUNDED_WITH,"(Funded by AbbVie; Elaris EM-I and EM-II ClinicalTrials.gov numbers, NCT01620528 and NCT01931670 .).","funded by abbvie; elaris em-i and em-ii clinicaltrials.gov numbers, nct01620528 and nct01931670",source_aware_sentence_trigger_v2,2
848,PUBMED,https://pubmed.ncbi.nlm.nih.gov/37326322/,Jul-23,AbbVie,TRAVERSE,FUNDED_WITH,"(Funded by AbbVie and others; TRAVERSE ClinicalTrials.gov number, NCT03518034.).","funded by abbvie and others; traverse clinicaltrials.gov number, nct03518034",source_aware_sentence_trigger_v2,2
852,PUBMED,https://pubmed.ncbi.nlm.nih.gov/29562156/,Mar-18,Genentech,AbbVie,FUNDED_WITH,"(Funded by Genentech and AbbVie; ClinicalTrials.gov number, NCT02005471 .).","funded by genentech and abbvie; clinicaltrials.gov number, nct02005471",source_aware_sentence_trigger_v2,2
855,PUBMED,https://pubmed.ncbi.nlm.nih.gov/37224198/,May-23,AbbVie,U-EXCEL,FUNDED_WITH,"(Funded by AbbVie; U-EXCEL, U-EXCEED, and U-ENDURE ClinicalTrials.gov numbers, NCT03345849, NCT03345836, and NCT03345823.).","funded by abbvie; u-excel, u-exceed, and u-endure clinicaltrials.gov numbers, nct03345849, nct03345836, and nct03345823",source_aware_sentence_trigger_v2,4
855,PUBMED,https://pubmed.ncbi.nlm.nih.gov/37224198/,May-23,AbbVie,U-EXCEED,FUNDED_WITH,"(Funded by AbbVie; U-EXCEL, U-EXCEED, and U-ENDURE ClinicalTrials.gov numbers, NCT03345849, NCT03345836, and NCT03345823.).","funded by abbvie; u-excel, u-exceed, and u-endure clinicaltrials.gov numbers, nct03345849, nct03345836, and nct03345823",source_aware_sentence_trigger_v2,4
855,PUBMED,https://pubmed.ncbi.nlm.nih.gov/37224198/,May-23,AbbVie,U-ENDURE,FUNDED_WITH,"(Funded by AbbVie; U-EXCEL, U-EXCEED, and U-ENDURE ClinicalTrials.gov numbers, NCT03345849, NCT03345836, and NCT03345823.).","funded by abbvie; u-excel, u-exceed, and u-endure clinicaltrials.gov numbers, nct03345849, nct03345836, and nct03345823",source_aware_sentence_trigger_v2,4
855,PUBMED,https://pubmed.ncbi.nlm.nih.gov/37224198/,May-23,U-EXCEL,U-EXCEED,FUNDED_WITH,"(Funded by AbbVie; U-EXCEL, U-EXCEED, and U-ENDURE ClinicalTrials.gov numbers, NCT03345849, NCT03345836, and NCT03345823.).","funded by abbvie; u-excel, u-exceed, and u-endure clinicaltrials.gov numbers, nct03345849, nct03345836, and nct03345823",source_aware_sentence_trigger_v2,4
855,PUBMED,https://pubmed.ncbi.nlm.nih.gov/37224198/,May-23,U-EXCEL,U-ENDURE,FUNDED_WITH,"(Funded by AbbVie; U-EXCEL, U-EXCEED, and U-ENDURE ClinicalTrials.gov numbers, NCT03345849, NCT03345836, and NCT03345823.).","funded by abbvie; u-excel, u-exceed, and u-endure clinicaltrials.gov numbers, nct03345849, nct03345836, and nct03345823",source_aware_sentence_trigger_v2,4
855,PUBMED,https://pubmed.ncbi.nlm.nih.gov/37224198/,May-23,U-EXCEED,U-ENDURE,FUNDED_WITH,"(Funded by AbbVie; U-EXCEL, U-EXCEED, and U-ENDURE ClinicalTrials.gov numbers, NCT03345849, NCT03345836, and NCT03345823.).","funded by abbvie; u-excel, u-exceed, and u-endure clinicaltrials.gov numbers, nct03345849, nct03345836, and nct03345823",source_aware_sentence_trigger_v2,4
863,SEC,https://www.sec.gov/Archives/edgar/data/1551152/000155115226000008/abbv-20251231.htm,Feb-26,Abbreviated New Drug Applications,AbbVie,LICENSED_FROM,"For example, manufacturers of generic pharmaceutical products file, and may continue to file, Abbreviated New Drug Applications with the FDA seeking to market generic forms of AbbVie's products prior to the expiration of relevant patents owned or licensed by AbbVie by asserting that the patents are invalid, unenforceable and/or not infringed.",licensed,source_aware_sentence_trigger_v2,2
1329,PUBMED,https://pubmed.ncbi.nlm.nih.gov/34096690/,Jun-21,Funded by Amgen,the National Institutes of Health,FUNDED_WITH,"(Funded by Amgen and the National Institutes of Health; CodeBreaK100 ClinicalTrials.gov number, NCT03600883.).","funded by amgen and the national institutes of health; codebreak100 clinicaltrials.gov number, nct03600883",source_aware_sentence_trigger_v2,2
1334,PUBMED,https://pubmed.ncbi.nlm.nih.gov/40106374/,Mar-25,AstraZeneca,AMGEN,FUNDED_WITH,"(Funded by AstraZeneca and Amgen; WAYPOINT ClinicalTrials.gov number, NCT04851964.).","funded by astrazeneca and amgen; waypoint clinicaltrials.gov number, nct04851964",source_aware_sentence_trigger_v2,3
1334,PUBMED,https://pubmed.ncbi.nlm.nih.gov/40106374/,Mar-25,AstraZeneca,WAYPOINT,FUNDED_WITH,"(Funded by AstraZeneca and Amgen; WAYPOINT ClinicalTrials.gov number, NCT04851964.).","funded by astrazeneca and amgen; waypoint clinicaltrials.gov number, nct04851964",source_aware_sentence_trigger_v2,3
1334,PUBMED,https://pubmed.ncbi.nlm.nih.gov/40106374/,Mar-25,AMGEN,WAYPOINT,FUNDED_WITH,"(Funded by AstraZeneca and Amgen; WAYPOINT ClinicalTrials.gov number, NCT04851964.).","funded by astrazeneca and amgen; waypoint clinicaltrials.gov number, nct04851964",source_aware_sentence_trigger_v2,3
1336,PUBMED,https://pubmed.ncbi.nlm.nih.gov/33979488/,May-21,AstraZeneca,AMGEN,FUNDED_WITH,"(Funded by AstraZeneca and Amgen; NAVIGATOR ClinicalTrials.gov number, NCT03347279.).","funded by astrazeneca and amgen; navigator clinicaltrials.gov number, nct03347279",source_aware_sentence_trigger_v2,4
1336,PUBMED,https://pubmed.ncbi.nlm.nih.gov/33979488/,May-21,AstraZeneca,NAVIGATOR,FUNDED_WITH,"(Funded by AstraZeneca and Amgen; NAVIGATOR ClinicalTrials.gov number, NCT03347279.).","funded by astrazeneca and amgen; navigator clinicaltrials.gov number, nct03347279",source_aware_sentence_trigger_v2,4
1336,PUBMED,https://pubmed.ncbi.nlm.nih.gov/33979488/,May-21,AstraZeneca,NCT03347279,FUNDED_WITH,"(Funded by AstraZeneca and Amgen; NAVIGATOR ClinicalTrials.gov number, NCT03347279.).","funded by astrazeneca and amgen; navigator clinicaltrials.gov number, nct03347279",source_aware_sentence_trigger_v2,4
1336,PUBMED,https://pubmed.ncbi.nlm.nih.gov/33979488/,May-21,AMGEN,NAVIGATOR,FUNDED_WITH,"(Funded by AstraZeneca and Amgen; NAVIGATOR ClinicalTrials.gov number, NCT03347279.).","funded by astrazeneca and amgen; navigator clinicaltrials.gov number, nct03347279",source_aware_sentence_trigger_v2,4
1336,PUBMED,https://pubmed.ncbi.nlm.nih.gov/33979488/,May-21,AMGEN,NCT03347279,FUNDED_WITH,"(Funded by AstraZeneca and Amgen; NAVIGATOR ClinicalTrials.gov number, NCT03347279.).","funded by astrazeneca and amgen; navigator clinicaltrials.gov number, nct03347279",source_aware_sentence_trigger_v2,4
1336,PUBMED,https://pubmed.ncbi.nlm.nih.gov/33979488/,May-21,NAVIGATOR,NCT03347279,FUNDED_WITH,"(Funded by AstraZeneca and Amgen; NAVIGATOR ClinicalTrials.gov number, NCT03347279.).","funded by astrazeneca and amgen; navigator clinicaltrials.gov number, nct03347279",source_aware_sentence_trigger_v2,4
1339,PUBMED,https://pubmed.ncbi.nlm.nih.gov/27641143/,Oct-16,Funded by Amgen,UCB Pharma,FUNDED_WITH,"(Funded by Amgen and UCB Pharma; FRAME ClinicalTrials.gov number, NCT01575834 .).","funded by amgen and ucb pharma; frame clinicaltrials.gov number, nct01575834",source_aware_sentence_trigger_v2,4
1339,PUBMED,https://pubmed.ncbi.nlm.nih.gov/27641143/,Oct-16,Funded by Amgen,FRAME,FUNDED_WITH,"(Funded by Amgen and UCB Pharma; FRAME ClinicalTrials.gov number, NCT01575834 .).","funded by amgen and ucb pharma; frame clinicaltrials.gov number, nct01575834",source_aware_sentence_trigger_v2,4
1339,PUBMED,https://pubmed.ncbi.nlm.nih.gov/27641143/,Oct-16,Funded by Amgen,NCT01575834,FUNDED_WITH,"(Funded by Amgen and UCB Pharma; FRAME ClinicalTrials.gov number, NCT01575834 .).","funded by amgen and ucb pharma; frame clinicaltrials.gov number, nct01575834",source_aware_sentence_trigger_v2,4
1339,PUBMED,https://pubmed.ncbi.nlm.nih.gov/27641143/,Oct-16,UCB Pharma,FRAME,FUNDED_WITH,"(Funded by Amgen and UCB Pharma; FRAME ClinicalTrials.gov number, NCT01575834 .).","funded by amgen and ucb pharma; frame clinicaltrials.gov number, nct01575834",source_aware_sentence_trigger_v2,4
1339,PUBMED,https://pubmed.ncbi.nlm.nih.gov/27641143/,Oct-16,UCB Pharma,NCT01575834,FUNDED_WITH,"(Funded by Amgen and UCB Pharma; FRAME ClinicalTrials.gov number, NCT01575834 .).","funded by amgen and ucb pharma; frame clinicaltrials.gov number, nct01575834",source_aware_sentence_trigger_v2,4
1339,PUBMED,https://pubmed.ncbi.nlm.nih.gov/27641143/,Oct-16,FRAME,NCT01575834,FUNDED_WITH,"(Funded by Amgen and UCB Pharma; FRAME ClinicalTrials.gov number, NCT01575834 .).","funded by amgen and ucb pharma; frame clinicaltrials.gov number, nct01575834",source_aware_sentence_trigger_v2,4
1340,PUBMED,https://pubmed.ncbi.nlm.nih.gov/28892457/,Oct-17,Funded by Amgen,NCT01631214,FUNDED_WITH,"(Funded by Amgen and others; ARCH ClinicalTrials.gov number, NCT01631214 .).","funded by amgen and others; arch clinicaltrials.gov number, nct01631214",source_aware_sentence_trigger_v2,2
1349,SEC,https://www.sec.gov/Archives/edgar/data/318154/000119312526030518/d72347d8k.htm,Jan-26,Kyowa Kirin,the License and Collaboration Agreement,PARTNERED_WITH,"(“ Kyowa Kirin ”), pursuant to which the Company and Kyowa Kirin agreed to terminate the License and Collaboration Agreement, dated June 1, 2021 (the “ License and Collaboration Agreement ”).",collaboration agreement,source_aware_sentence_trigger_v2,2
1614,PUBMED,https://pubmed.ncbi.nlm.nih.gov/26308684/,Aug-15,Funded by,Gilead Sciences,FUNDED_WITH,"(Funded by Gilead Sciences and GlaxoSmithKline; AMBITION ClinicalTrials.gov number, NCT01178073.).","funded by gilead sciences and glaxosmithkline; ambition clinicaltrials.gov number, nct01178073",source_aware_sentence_trigger_v2,3
1614,PUBMED,https://pubmed.ncbi.nlm.nih.gov/26308684/,Aug-15,Funded by,NCT01178073,FUNDED_WITH,"(Funded by Gilead Sciences and GlaxoSmithKline; AMBITION ClinicalTrials.gov number, NCT01178073.).","funded by gilead sciences and glaxosmithkline; ambition clinicaltrials.gov number, nct01178073",source_aware_sentence_trigger_v2,3
1614,PUBMED,https://pubmed.ncbi.nlm.nih.gov/26308684/,Aug-15,Gilead Sciences,NCT01178073,FUNDED_WITH,"(Funded by Gilead Sciences and GlaxoSmithKline; AMBITION ClinicalTrials.gov number, NCT01178073.).","funded by gilead sciences and glaxosmithkline; ambition clinicaltrials.gov number, nct01178073",source_aware_sentence_trigger_v2,3
1630,PUBMED,https://pubmed.ncbi.nlm.nih.gov/40202860/,Oct-25,Equitable Access and Partnership by,Gilead Sciences,PARTNERED_WITH,Lenacapavir for HIV Prevention: A Commitment to Equitable Access and Partnership by Gilead Sciences.,partnership,source_aware_sentence_trigger_v2,2
2163,PUBMED,https://pubmed.ncbi.nlm.nih.gov/25007392/,Jul-14,Novartis Pharmaceuticals,NCT01365455,FUNDED_WITH,"(Funded by Novartis Pharmaceuticals; ERASURE and FIXTURE ClinicalTrials.gov numbers, NCT01365455 and NCT01358578, respectively.).","funded by novartis pharmaceuticals; erasure and fixture clinicaltrials.gov numbers, nct01365455 and nct01358578, respectively",source_aware_sentence_trigger_v2,3
2163,PUBMED,https://pubmed.ncbi.nlm.nih.gov/25007392/,Jul-14,Novartis Pharmaceuticals,NCT01358578,FUNDED_WITH,"(Funded by Novartis Pharmaceuticals; ERASURE and FIXTURE ClinicalTrials.gov numbers, NCT01365455 and NCT01358578, respectively.).","funded by novartis pharmaceuticals; erasure and fixture clinicaltrials.gov numbers, nct01365455 and nct01358578, respectively",source_aware_sentence_trigger_v2,3
2163,PUBMED,https://pubmed.ncbi.nlm.nih.gov/25007392/,Jul-14,NCT01365455,NCT01358578,FUNDED_WITH,"(Funded by Novartis Pharmaceuticals; ERASURE and FIXTURE ClinicalTrials.gov numbers, NCT01365455 and NCT01358578, respectively.).","funded by novartis pharmaceuticals; erasure and fixture clinicaltrials.gov numbers, nct01365455 and nct01358578, respectively",source_aware_sentence_trigger_v2,3
2164,PUBMED,https://pubmed.ncbi.nlm.nih.gov/34260836/,Jul-21,Novartis,Incyte,FUNDED_WITH,"(Funded by Novartis and Incyte; REACH3 ClinicalTrials.gov number, NCT03112603.).","funded by novartis and incyte; reach3 clinicaltrials.gov number, nct03112603",source_aware_sentence_trigger_v2,2
2167,PUBMED,https://pubmed.ncbi.nlm.nih.gov/40043237/,Mar-25,Novartis Pharmaceuticals,NCT05030311,FUNDED_WITH,"(Funded by Novartis Pharmaceuticals; REMIX-1 and REMIX-2 ClinicalTrials.gov numbers, NCT05030311 and NCT05032157, respectively.).","funded by novartis pharmaceuticals; remix-1 and remix-2 clinicaltrials.gov numbers, nct05030311 and nct05032157, respectively",source_aware_sentence_trigger_v2,2
